conversation_ID	utt_1	utt_2	emotion
734	I am kidding .	Oh , me too .	joy
614		I am gonna go to the bathroom , maybe I will see you there in a bit ?	joy
614	I am gonna go to the bathroom , maybe I will see you there in a bit ?	Kay !	joy
614		"Felicity and I , we are watching My Giant , and I was thinking , "" I’m never gonna be as good an actor as that giant . "" Do you think I’m just wasting my life with this acting thing ?"	sadness
614		But what about how much taller he is than me ?	sadness
614		And who knows what science will come up with in the future , but Chandler , what if I die an unsuccessful , regular sized man ?	sadness
614		Hey , Monica , wow you have been in the bathroom for like a half ... hour .	surprise
201	they fired the head lunch chef , and guess who got the job .	Oh my god .	joy
201	it is me . And , they made me head of purchasing	Oh my god .	joy
201		It turns out they fired the head lunch chef , and guess who got the job .	joy
201	it is me . And , they made me head of purchasing	It turns out they fired the head lunch chef , and guess who got the job .	joy
201		If it is not you , this is a horrible story .	sadness
201	they fired the head lunch chef , and guess who got the job .	Fortunately , it is me . And , they made me head of purchasing , thank you very much .	joy
201		Fortunately , it is me . And , they made me head of purchasing , thank you very much .	joy
201	they fired the head lunch chef , and guess who got the job .	That is so cool .	joy
201	it is me . And , they made me head of purchasing	That is so cool .	joy
201	they fired the head lunch chef , and guess who got the job .	Anyway , I just ran into Ross and Chandler downstairs , and they think we should go out and celebrate . You know , someplace nice .	joy
201	it is me . And , they made me head of purchasing	Anyway , I just ran into Ross and Chandler downstairs , and they think we should go out and celebrate . You know , someplace nice .	joy
201		Anyway , I just ran into Ross and Chandler downstairs , and they think we should go out and celebrate . You know , someplace nice .	joy
1374	I never sucked , I actually did not want you to know how good I was !	Why ?	surprise
1374		This is so great ! Now we can enter into doubles tournaments !	joy
648		Hi !	joy
648	you like the short hair better .	What ? Yeti ... I mean Danny ?	surprise
648		What ? Yeti ... I mean Danny ?	surprise
1351		Oh , that is what she meant !	surprise
1351		You should take a walk down fifth to the Saint Patrick Cathedral and there there is this great little pastry shop that she would love .	joy
1351		Geez , sounds like you should be going on this date !	surprise
1351		Whoa , whoa , whoa ! Slow down , you go way too fast .	surprise
1314		Hey !	joy
1314		Uhh ... I think I just got engaged .	fear
1314	I think I just got engaged .	Oh my God ! He did it ?	surprise
1314		Oh my God ! He did it ?	surprise
1314		Well ... did you know he was gonna ask me ?	surprise
1314	did you know he was gonna ask me ?	Are you kidding ?	surprise
1314		I am like the one who talked him into it .	joy
1314	I am like the one who talked him into it .	I like to think of myself as the puppet master of the group .	joy
1314		I like to think of myself as the puppet master of the group .	joy
1314	I am like the one who talked him into it .	And you really think this is a good idea ?	surprise
1314		And you really think this is a good idea ?	surprise
1314	you really think this is a good idea ?	I just talked him into it , do not tell me I have to do you too . The puppet master gets tired people .	sadness
1314		I just talked him into it , do not tell me I have to do you too . The puppet master gets tired people .	sadness
1314		I just do not know ! It just does not feel right .	sadness
1314	It just does not feel right .	Why ? ! You two are so meant to be together , everybody thinks so .	surprise
1314	You two are so meant to be together , everybody thinks so .	Really ? ! Even Ross ?	surprise
1314		Really ? ! Even Ross ?	surprise
1314		Wow ! Kind of uh , kind of a full house here . I will guess just ... I will come back .	surprise
1314		There he goes , your fiancée .	joy
601		All right ! Let do it !	joy
601	Let do it !	Woo ... hoo ! !	joy
601	Let do it !	Yeah , cheerie ... o !	joy
601	Let do it !	London baby !	joy
192		Women really want this ?	surprise
1013		See I ... I wrote a book up there and instead of reading it people are ... are ... are well , rolling around in front of it .	disgust
736		Rachel , did not you just light that ?	surprise
736		Oh sure , every Sunday night I am telling myself I am quitting but every Monday morning it is like	disgust
736	every Sunday night I am telling myself I am quitting but every Monday morning it is like	Tell me about it !	sadness
736	I have actually been thinking about quitting lately .	Well then let just quit ! We will just quit ! Let all quit !	joy
736	every Sunday night I am telling myself I am quitting	Well then let just quit ! We will just quit ! Let all quit !	joy
736		Well then let just quit ! We will just quit ! Let all quit !	joy
736		Oh , I never could do it .	sadness
736	We can help each other out !	Absolutely !	joy
736		We can help each other out !	joy
736		We could be like the Patch Sisters !	joy
736		Oh you know , we really should quit . Okay , let quit !	joy
736	we really should quit . Okay , let quit !	Yes ! Great ! Give me those cigs ! Give it ! Give it !	joy
736		Yes ! Great ! Give me those cigs ! Give it ! Give it !	joy
736		My late husband gave me that lighter . I am not kidding .	sadness
736	My late husband gave me that lighter . I am not kidding .	Okay then !	fear
824		What , do you think I would just use my son as ... as an excuse ?	anger
824	you think I would just use my son as ... as an excuse	What kind of father do you think I am ?	anger
1342	You can not !	Why ? Seriously I did not understand a word that you said .	surprise
796		Hi , listen , I am sorry about before .	sadness
796	I am sorry too .	Really ?	surprise
796	I am sorry about before .	Yeah ! Oh yes !	joy
796		Listen , we do not have to make that a guest room , we can think of something to do with the room together .	joy
796	we do not have to make that a guest room , we can think of something to do with the room together .	That is a great idea ! We can easily think of a way for us both to enjoy the room .	joy
796		That is a great idea ! We can easily think of a way for us both to enjoy the room .	joy
617		Oh ! Here we all are !	joy
617	It is just cause I could not be there .	No . I am sorry .	sadness
617	Cause all I ever get to do now is pregnant stuff , it just bums me out .	No . I am sorry .	sadness
617		It is just cause I could not be there .	sadness
617	Cause all I ever get to do now is pregnant stuff , it just bums me out .	It is just cause I could not be there .	sadness
617	It is just cause I could not be there .	Cause all I ever get to do now is pregnant stuff , it just bums me out .	sadness
617		Cause all I ever get to do now is pregnant stuff , it just bums me out .	sadness
617	all I ever get to do now is pregnant stuff , it just bums me out .	Sorry .	sadness
617	I could not be there .	Sorry .	sadness
617		Well , you know , a little of this , a little of that . Got myself a date tomorrow night .	joy
617	Got myself a date tomorrow night .	See , did not I tell you ? ! You are getting over Ross already !	joy
617		See , did not I tell you ? ! You are getting over Ross already !	joy
243		Are you being British ? !	surprise
243		Why are you shopping here ? You do not live in this neighborhood . Were you here waiting for me ?	surprise
243	I am just picking up some things for a party .	Barley ? What kind of party serves barley ?	surprise
243		Barley ? What kind of party serves barley ?	surprise
243	What kind of party serves barley ?	Well , I am sorry if my friends are not as sophisticated as yours .	anger
243	Who party is it ?	What woman ? !	anger
243	A woman	What woman ? !	anger
243		You know , one of two things is happening here . Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet .	disgust
243	else you are pretending that you are seeing somebody , which just makes you so pathetic	You know , one of two things is happening here . Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet .	disgust
243	Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet .	Or , else you are pretending that you are seeing somebody , which just makes you so pathetic that I could start crying right here in the cereal aisle .	disgust
243		Or , else you are pretending that you are seeing somebody , which just makes you so pathetic that I could start crying right here in the cereal aisle .	disgust
243	Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet .	So like which of these two guys do you want to be ?	anger
243	else you are pretending that you are seeing somebody , which just makes you so pathetic that I could start crying right here in the cereal aisle .	So like which of these two guys do you want to be ?	anger
243		So like which of these two guys do you want to be ?	anger
243	Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet .	Can I be that guy ?	joy
243	Or , else you are pretending that you are seeing somebody , which just makes you so pathetic that I could start crying right here in the cereal aisle .	Can I be that guy ?	joy
243	So like which of these two guys do you want to be ?	Can I be that guy ?	joy
163		This is unbelievable . I mean , this is unbelievable !	surprise
163		I know . This is really , really huge .	surprise
163		Nuh ... uh . I do not think any of our lives are ever gonna be the same ever again .	disgust
163	I do not think any of our lives are ever gonna be the same ever again .	OK , is there a mute button on this woman ?	disgust
187	How did this happen ?	That is terrible .	sadness
187	He musta been sweeping . They found a broom in his hand .	That is terrible .	sadness
187		That is terrible .	sadness
1216		Here she is ! Future fashion superstar !	joy
1216	Future fashion superstar !	Oh Joey , I am hardly a	joy
1216	Here she is ! Future fashion superstar !	My little sister Dina !	joy
915		You wanted to see me Professor Geller ?	joy
1031		The basket is totally empty ! My God , the neighbors ate all the candy !	surprise
1031	Did you eat all the neighbor candy ? !	Joey ! !	anger
1031		Did you eat all the neighbor candy ? !	anger
1031		Uh well yeah , that was the plan , but by the time I got to it there was only a couple of pieces left !	anger
1031	they have been coming by all day . They love it !	They love my candy ? Oh man ! ! ! I have gotta go make more ! !	joy
1031		They love my candy ? Oh man ! ! ! I have gotta go make more ! !	joy
1031		Ross ! The neighbors ate all my candy ! !	joy
1031		Mine stole my newspaper ! It is like a crime wave ! !	anger
1031		You like it ?	joy
1031		I love it ! !	joy
1031	You like it ?	Yeah ?	joy
1031	I love it ! !	Yeah ?	joy
880		Was it my work ? Were they mad ? Was it Jack ? Did he yell ? !	fear
880	nobody yelled . Jack just was calling to make sure that you were getting better .	Thank God .	joy
1091	Do you want some shortbread ? Eh that is Scottish like you are .	Oh no thanks . I do not like anything from my Scottish heritage .	disgust
1091		Oh no thanks . I do not like anything from my Scottish heritage .	disgust
1091	I do not like anything from my Scottish heritage .	What ? !	surprise
1091		Well it is just my entire family was run out of Scotland by ... Vikings . Anyway , lots of bad memories .	sadness
1091		You can not play bagpipes at the wedding ! !	anger
1091	You can not play bagpipes at the wedding ! !	How did you know about that ? !	surprise
1091		How did you know about that ? !	surprise
254		No , no , no , I would not do you myself , I mean that would be weird .	disgust
254	I will get one of the other girls to do it .	Oh , this will be so much fun !	joy
254		Oh , this will be so much fun !	joy
254	I will get one of the other girls to do it .	Yay !	joy
254	this will be so much fun !	Yay !	joy
254	I will get one of the other girls to do it .	Are you excited ?	joy
254	this will be so much fun !	Are you excited ?	joy
872		Ross ! I think she is trying to make something happen with you to get back at me !	anger
872	I think she is trying to make something happen with you to get back at me !	Oh , so that is the only reason she could be here huh ?	anger
872		Oh , so that is the only reason she could be here huh ?	anger
872	It could not have anything to do with the fact that ... that maybe I am a good listener and I uh I put on a great slide show ?	Oh , so that is the only reason she could be here huh ?	anger
872	I think she is trying to make something happen with you to get back at me !	It could not have anything to do with the fact that ... that maybe I am a good listener and I uh I put on a great slide show ?	anger
872	that is the only reason she could be here huh ?	It could not have anything to do with the fact that ... that maybe I am a good listener and I uh I put on a great slide show ?	anger
872		It could not have anything to do with the fact that ... that maybe I am a good listener and I uh I put on a great slide show ?	anger
872	she is trying to make something happen with you to get back at me !	Ross , I am telling you that she is using you to get back at me !	anger
872		Ross , I am telling you that she is using you to get back at me !	anger
872	It could not have anything to do with the fact that ... that maybe I am a good listener and I uh I put on a great slide show ?	Ross , I am telling you that she is using you to get back at me !	anger
980		You know Joey , I could teach you to sail if you want .	joy
980	I could teach you to sail if you want .	You could ?	surprise
980		Yeah ! I have been sailing my whole life . When I was fifteen my dad bought me my own boat .	joy
980	When I was fifteen my dad bought me my own boat .	Your own boat ?	surprise
980	Your own boat ?	What ? ! What ? ! He was trying to cheer me up ! My pony was sick .	surprise
473	Sturdy construction , tons of storage compartments , some big enough to fit a grown man .	What ? !	surprise
473	I got in there myself once .	Oh yeah !	joy
473	Sturdy construction , tons of storage compartments , some big enough to fit a grown man .	Oh yeah !	joy
473		I got in there myself once .	joy
473	Sturdy construction , tons of storage compartments , some big enough to fit a grown man .	I got in there myself once .	joy
473	I got in there myself once .	My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .	joy
473		My roommate bet me five bucks that I could not , and then he stuck a board through the handles that locked me in .	joy
473	you can not fit in that thing . That is not deep enough .	Oh yeah ? If I can not , I will knock five bucks off the price off the unit .	anger
473	If I can not , I will knock five bucks off the price off the unit .	Okay .	joy
473	All right , you have yourself a deal .	Okay .	joy
473	If I can not , I will knock five bucks off the price off the unit .	See ? ! I told you !	joy
473	All right , you have yourself a deal .	See ? ! I told you !	joy
473		Hey , a nickel ! !	surprise
336		So you owe me three pretty things .	joy
336		It is hard this whole platonic thing .	sadness
336	I do think it is better this way . Yeah , we are being smart . Yes , I am sure .	You really sure ?	surprise
336		You really sure ?	surprise
641		is for me not to see you anymore .	sadness
641	for me not to see you anymore .	That is crazy !	surprise
641		That is crazy !	surprise
641	for me not to see you anymore .	You can not do that !	surprise
641	That is crazy !	You can not do that !	surprise
641	for me not to see you anymore .	What are you going to tell her ?	sadness
641	you already agreed to this	Oh God .	sadness
641		Ohh , you already agreed to this , have not you ?	sadness
641	you already agreed to this , have not you ?	It is awful I know , I mean , I feel terrible but I have to do this if I want my marriage to work .	sadness
641		It is awful I know , I mean , I feel terrible but I have to do this if I want my marriage to work .	sadness
641	It is awful I know , I mean , I feel terrible but I have to do this if I want my marriage to work .	And I do , I have to make this marriage work . I have to .	sadness
641		You have no idea what a nightmare this has been . This is so hard .	sadness
641	you already agreed to this	Oh yeah , really ? Is it Ross ? Yeah ? Okay , well let me make this a just a little bit easier for you .	anger
641	I have to do this if I want my marriage to work .	Oh yeah , really ? Is it Ross ? Yeah ? Okay , well let me make this a just a little bit easier for you .	anger
641	You have no idea what a nightmare this has been . This is so hard .	Oh yeah , really ? Is it Ross ? Yeah ? Okay , well let me make this a just a little bit easier for you .	anger
641		What are you doing ?	surprise
641	you already agreed to this	Storming out !	anger
641	I have to do this if I want my marriage to work .	Storming out !	anger
641	you already agreed to this	Yeah , well that is how mad I am ! !	anger
641	I have to do this if I want my marriage to work .	Yeah , well that is how mad I am ! !	anger
970		So you are playing a little Playstation , huh ? That’s whack ! Playstation is whack ! ‘Sup with the whack Playstation , ‘sup ? ! Huh ? Come on , am I 19 or what ? !	joy
970		Yes , on a scale from 1 to 10 , 10 being the dumbest a person can look , you are definitely 19 .	disgust
970	on a scale from 1 to 10 , 10 being the dumbest a person can look , you are definitely 19 .	Come on man , really how old ? !	sadness
970	keep my underwear !	Wow thanks !	joy
970	you have had a lot of sex right ?	When ? Today ? Some , not a lot .	surprise
970		Well , it is just the reason that I am asking is because I kind of eh , uh , I was unable to ... I mean I really wanted to , but I could not ...	sadness
970	I was unable to ... I mean I really wanted to , but I could not ...	There huh ... hmm , there ... there was an incident .	sadness
970		There huh ... hmm , there ... there was an incident .	sadness
970	that happens .	It is happened to you ?	surprise
970		It is happened to you ?	surprise
970	It is happened to you ?	Well , what would you do ?	surprise
970	Yeah ! Once .	Well , what would you do ?	surprise
651		Hey ! Wanna play some foosball ? Please ?	joy
651		No , the quiet down thing !	anger
651		Um ... hmm ! Look , I ... I ... I do not know how much more of this I can take ! Did you know he taped over my Baywatch tape with some show about bugs !	anger
194	after I talked to you , I talked to Joey .	What did , what did he say ?	fear
284		No , no , it is just my tooth .	sadness
284	every time I go to the dentist , somebody dies .	No thanks , I have a good one too . I just , I , I can not see him .	fear
284	I can not see him .	Why ? Why can not you go to him ?	surprise
284		Why ? Why can not you go to him ?	surprise
284		Because , every time I go to the dentist , somebody dies .	anger
284		That is so weird , because every time I go to the dentist , I look down the hygienist blouse .	joy
284	every time I go to the dentist , somebody dies .	Phoebe , what ? Umm ... what ? !	surprise
284		And all these people actually died ?	surprise
284	every time I go to the dentist , somebody dies .	Yes , while I was in the chair !	sadness
284	all these people actually died ?	Yes , while I was in the chair !	sadness
284		Yes , while I was in the chair !	sadness
284		That is why I take such good care of my teeth now , you know , it is not about oral hygiene , I floss to save lives !	anger
284		Well tell that to them . Oh ! You can not , their dead .	sadness
406		Hi !	joy
406		Hi ! Hey , Pete you are back ! Hey , check this out .	joy
406		Wow ! Skates !	surprise
406		Wow ! You are a lot sturdier that Chandler . He crumpled like a piece of paper . So how was you are trip ?	surprise
406		Oh , what would you bring me ? !	joy
406	what would you bring me ? !	Awww , hotel toiletries from Japan .	joy
406		Awww , hotel toiletries from Japan .	joy
406	what would you bring me ? !	Oh , these are gonna go in my permanent collection .	joy
406	hotel toiletries from Japan .	Oh , these are gonna go in my permanent collection .	joy
406	You want some coffee ?	Yeah , sure , that would be great .	joy
406		Yeah , sure , that would be great .	joy
406		I bought a restaurant and I would like you to be the head chef .	joy
406	I bought a restaurant and I would like you to be the head chef .	What ? ! Oh .	surprise
456		Shoot ! We are out of soda .	sadness
456	I will go out and get you some .	Really ? !	surprise
456		Well , umm , my Mom friend , Phoebe , is actually my birth Mom .	sadness
456	my Mom friend , Phoebe , is actually my birth Mom .	Sweety , what are you talking about ?	surprise
456		Oh , my new Mom , who ... who a big , fat abandoner !	anger
456		Whoa , wait , Pheebs , wait a second ! Do not you wanna stay here and talk about it ?	surprise
456	my new Mom , who ... who a big , fat abandoner !	No . I am just , I wanna , I need to be alone .	sadness
935	if she is still interested in having the Bing ... Geller wedding at our facility , it is available	This is Chandler Bing ! This is Chandler Bing ! Yes , the groom ... No ! Not the groom ! !	surprise
702		Really ? A purse ?	surprise
702		Well , I ai not gonna say no to that .	joy
1007	I have had better .	Okay ! When ? !	anger
1007	Admit it ! That was the best nap you ever had !	All right ! All right ! It was the best nap ever !	anger
1007		All right ! All right ! It was the best nap ever !	anger
1007	Admit it ! That was the best nap you ever had !	I have said it ! Okay ? ! But it is over Joey !	anger
1007	It was the best nap ever !	I have said it ! Okay ? ! But it is over Joey !	anger
1007	it is over	I want to do it again .	anger
1007	I want to do it again .	We can not do it again .	anger
1007		We can not do it again .	anger
1007	We can not do it again .	Why not ?	surprise
1311		Hey .	joy
1311		I just saw a woman breast feeding both of her twins at the same time . it is like a freak show up here .	joy
1311	What the matter ?	What is it ? Hey !	sadness
1311	Nothing .	What is it ? Hey !	sadness
1311	my baby and I are gonna be all alone .	Really it is nothing . I am just	sadness
1311	What the matter ?	Rach come on , what ?	sadness
1311	Nothing .	Rach come on , what ?	sadness
1311	What is it ? Hey !	Rach come on , what ?	sadness
1311	Really it is nothing .	Rach come on , what ?	sadness
1311		I have just been thinking about how my baby and I are gonna be all alone .	sadness
1311	I have just been thinking about how my baby and I are gonna be all alone .	What are you talking about alone ? What about Ross ?	surprise
1311		What are you talking about alone ? What about Ross ?	surprise
1311	my baby and I are gonna be all alone .	Oh please , he will be with his real family , the twins and little miss new boobs .	sadness
1311		Oh please , he will be with his real family , the twins and little miss new boobs .	sadness
1311	my baby and I are gonna be all alone .	I am just saying that you know , someday Ross is gonna meet somebody and ... he is gonna have his own life . Right ?	sadness
1311	he will be with his real family	I am just saying that you know , someday Ross is gonna meet somebody and ... he is gonna have his own life . Right ?	sadness
1311		I am just saying that you know , someday Ross is gonna meet somebody and ... he is gonna have his own life . Right ?	sadness
1311	someday Ross is gonna meet somebody and ... he is gonna have his own life .	Yeah , I guess so .	sadness
1311	my baby and I are gonna be all alone .	I just never thought I would raise this baby all by myself . Pretty dumb huh ?	sadness
1311	he will be with his real family	I just never thought I would raise this baby all by myself . Pretty dumb huh ?	sadness
1311	someday Ross is gonna meet somebody and ... he is gonna have his own life .	I just never thought I would raise this baby all by myself . Pretty dumb huh ?	sadness
1311		I just never thought I would raise this baby all by myself . Pretty dumb huh ?	sadness
104		Oh no . I thought you said they could shoot the spot without you .	sadness
104	you said they could shoot the spot without you .	I thought they could ...	anger
104		I thought they could ...	anger
104		But it is Valentine Day .	sadness
104	it is Valentine Day .	I know , but it is my job . Look , I will try to get back as soon as I can . I am sorry .	sadness
104		I know , but it is my job . Look , I will try to get back as soon as I can . I am sorry .	sadness
104		I am spending most of my time teaching Science ... which is funny because , that was not even my major .	joy
104		Now that is funny .	joy
104		Cause she is , she is alone now , and pregnant , and , and sad .	sadness
104		Let try scooching ! Come on . Come on .	joy
104		And , Kristin , Kristin ... does something that , funnily enough , was not even her major !	joy
682		Hey everybody , Rachel was so good today . She did not gossip at all .	joy
682	Rachel was so good today . She did not gossip at all .	I did not !	joy
682	I found something out something about someone	I did not !	joy
682		Hey , Pheebs ! Check ... check this out .	joy
682		Ooh , you nailed the Old Lady !	surprise
682		Did you , did you touch any of the guitars while you were there ?	anger
682	did you touch any of the guitars while you were there ?	Give me your hands . Strings . Gimme it ! Pick . Do you want to learn to play guitar ?	anger
682		Give me your hands . Strings . Gimme it ! Pick . Do you want to learn to play guitar ?	anger
682	Do you want to learn to play guitar ?	Yes !	sadness
682	did you touch any of the guitars while you were there ?	Then do not touch one ! !	anger
682		Then do not touch one ! !	anger
977		So Chandler , your parents must have been thrilled when you told them you were engaged .	joy
977		I remember when we first got engaged .	joy
977		Well , I would gotten Judy pregnant . I still do not know how that happened .	joy
977	I still do not know how that happened .	You do not know how that happened ? ! Your dog thought my diaphragm was a chew toy !	anger
977		You do not know how that happened ? ! Your dog thought my diaphragm was a chew toy !	anger
977	at least you are not hearing it for the first time at your fifth grade Halloween party .	What ? ! They wanted a scary story !	surprise
977		Anyway , we are really excited about our wedding plans , and well I guess pretty soon we will be making a big withdrawal from the Monica wedding fund .	joy
977	You still have the Monica wedding fund do not you ?	You tell her Jack , I can not do it .	fear
977	We have it . Only now , we call it the beach house .	You tell her Jack , I can not do it .	fear
977	You tell her Jack , I can not do it .	What happened ? You still have the Monica wedding fund do not you ?	surprise
977		What happened ? You still have the Monica wedding fund do not you ?	surprise
323		Look Julio , someone left their book here .	surprise
323	what kind of things do you write about ?	Mine ? Right here ?	surprise
323	Things that move me . The , the shadow of a tree , a child laughing , or this lip .	Mine ? Right here ?	surprise
323		Mine ? Right here ?	surprise
323		How would that go ? Well , it did not rhyme , but I liked it .	joy
1055		Hey !	joy
1055		Hey !	joy
1055	I have got those plans with Phoebe	Oh really ? Uh , Monica said she had a date at 9 : 00 .	surprise
1055		Oh really ? Uh , Monica said she had a date at 9 : 00 .	surprise
1055	Monica said she had a date at 9 : 00 .	What ? ! Tonight ? !	surprise
1055		After she gave me that big speech ? !	surprise
1055	She goes and makes a date with a guy on the same night she has plans with me ?	After she gave me that big speech ? !	surprise
1055		She goes and makes a date with a guy on the same night she has plans with me ?	anger
1055		I think she is trying to pull a fast one on Big Daddy !	anger
519	That is just the way it is .	That is crazy .	surprise
519		That is crazy .	surprise
519	he pretend he don’t even hear me !	Peter ! Hey , Peter ! It’s me Rhonda ! From PS ... 129 !	anger
519		Peter ! Hey , Peter ! It’s me Rhonda ! From PS ... 129 !	anger
519	he and I used to play together all the time in grade school , but now ...	Peter ! Hey , Peter ! It’s me Rhonda ! From PS ... 129 !	anger
519	he pretend he don’t even hear me !	I shared my pudding with you , man !	anger
519	Peter ! Hey , Peter ! It’s me Rhonda ! From PS ... 129 !	I shared my pudding with you , man !	anger
519	he and I used to play together all the time in grade school , but now ...	I shared my pudding with you , man !	anger
519	he pretend he don’t even hear me !	I gave you my Snack Pack !	anger
519	Peter ! Hey , Peter ! It’s me Rhonda ! From PS ... 129 !	I gave you my Snack Pack !	anger
519	he and I used to play together all the time in grade school , but now ...	I gave you my Snack Pack !	anger
519		See , he pretend he don’t even hear me !	anger
519	Peter ! Hey , Peter ! It’s me Rhonda ! From PS ... 129 !	See , he pretend he don’t even hear me !	anger
519	he and I used to play together all the time in grade school , but now ...	See , he pretend he don’t even hear me !	anger
1039		You are sure ? You are absolutely sure ?	surprise
1039	I bet she probably does .	"Yeah , oh , "" Your mom probably will not kill herself , "" you know ?"	anger
1039	I bet she probably does .	"I am sorry , but I am not hanging all my hopes of Rachel and I living together on ... on "" Probably ! """	anger
1039		"I am sorry , but I am not hanging all my hopes of Rachel and I living together on ... on "" Probably ! """	anger
130		Hey , you know our phone not working ?	surprise
130	our phone not working	What ? !	surprise
130	our phone not working	I turned it off . Mother of God , I turned it off !	anger
130		I turned it off . Mother of God , I turned it off !	anger
130		Hey , so listen , I went across the street and talked to the doorman ... I got the peeper name ! Can I use the phone ?	anger
130	Can I use the phone ?	Nngghhh ! ! ! ! ! ! !	anger
130	the peeper	Yeah , is Sidney there ?	anger
130	is Sidney there ?	Oh , this is ?	surprise
130		Oh , this is ?	surprise
130	Sidney a woman .	Oh , this is ?	surprise
130		Sidney a woman .	surprise
405	who idea was it to put everybody in the diner on skates ?	Oh , some idiot customer put a suggestion in the suggestion box .	anger
405		Oh , some idiot customer put a suggestion in the suggestion box .	anger
405		Oh my God , they took my idea !	surprise
405	who idea was it to put everybody in the diner on skates ?	That was you ? !	surprise
405	they took my idea !	That was you ? !	surprise
405		That was you ? !	surprise
405	they took my idea !	Yeah ! Okay , here you go .	joy
621		Monica ? You gonna be very proud of me . I just got us dates with two unbelievably cute nurses .	joy
621	I just got us dates with two unbelievably cute nurses .	Oh my !	surprise
621	I just got us dates with two unbelievably cute nurses .	Anyway , they want to take us out Saturday night ! What do you say ?	joy
621		Anyway , they want to take us out Saturday night ! What do you say ?	joy
621	they want to take us out Saturday night ! What do you say ?	What ?	surprise
621	I do not think so .	What ?	surprise
621	they want to take us out Saturday night ! What do you say ?	What are you talking about ? !	surprise
621	I do not think so .	What are you talking about ? !	surprise
621	they want to take us out Saturday night ! What do you say ?	You ... you are the one who been telling me to get over Ross and move on .	anger
621	I do not think so .	You ... you are the one who been telling me to get over Ross and move on .	anger
621	they want to take us out Saturday night ! What do you say ?	Come on , give me one good reason why you do not wanna go .	sadness
621	I do not think so .	Come on , give me one good reason why you do not wanna go .	sadness
621		Come on , give me one good reason why you do not wanna go .	sadness
621	why do not you give me something that would be a good reason and ... and then I will tell you if it is true .	What ?	surprise
621		Okay , you are coming with me , and I also told them that if we are still here when they get off that we will go down to the cafeteria and have some Jell ... O with them .	joy
621		Joey , how do you make that dirty ?	surprise
1215		That is right , I love you ! And ... and I am gonna play with you all the time .	joy
1215		How can you let him talk to your crotch like that ?	surprise
1215	He is talking to the baby .	Ohh !	surprise
1215	He is talking to the baby .	Okay !	surprise
1215		"Okay , cause when ... when he said , "" I can not wait to hear your first words , "" I thought , "" There is a trick . """	joy
919		Joey , what are you talking about ? You are a terrific actor .	surprise
919	I do not know if I am good enough .	Joey , what are you talking about ? You are a terrific actor .	surprise
919	You are a terrific actor .	You really think so ?	surprise
919	You really think so ?	Ugh , how can you even ask that question ? !	surprise
919		Ugh , how can you even ask that question ? !	surprise
554	The super could not figure out what it did .	All right .	sadness
554	A $ 200 an hour electrician could not figure out what it did .	All right .	sadness
554	I have had seven pretty serious shocks .	All right .	sadness
554		The super could not figure out what it did .	sadness
554	A $ 200 an hour electrician could not figure out what it did .	The super could not figure out what it did .	sadness
554	I have had seven pretty serious shocks .	The super could not figure out what it did .	sadness
554	The super could not figure out what it did .	A $ 200 an hour electrician could not figure out what it did .	sadness
554		A $ 200 an hour electrician could not figure out what it did .	sadness
554	I have had seven pretty serious shocks .	A $ 200 an hour electrician could not figure out what it did .	sadness
554	The super could not figure out what it did .	I have had seven pretty serious shocks .	sadness
554	A $ 200 an hour electrician could not figure out what it did .	I have had seven pretty serious shocks .	sadness
554		I have had seven pretty serious shocks .	sadness
554	The super could not figure out what it did .	I officially give up .	sadness
554	A $ 200 an hour electrician could not figure out what it did .	I officially give up .	sadness
554	I have had seven pretty serious shocks .	I officially give up .	sadness
554		I officially give up .	sadness
554	I officially give up .	Thank God .	joy
554		See ? I am doing it . I am totally doing it . I lost it .	joy
113		Oh , hi Wendy !	joy
113	I asked one of the waitresses at work , she is helping me out .	Waitressing ?	surprise
1371		Ooh ! I am sorry ! I think , I THINK , that may have missed the table !	joy
1371	that may have missed the table !	DO YOU ?	anger
952	Still crying ?	Oh my God ! Oh my God ! !	surprise
952		Still crying ?	surprise
952	Still crying ?	Like a little girl .	disgust
952		Like a little girl .	disgust
952		I do not know , I have never had to use the other one .	joy
952		I am just saying you know , if we are having sex , he is not gonna be talking .	joy
952	You are the talker .	Oh that is right .	joy
952		Anyway uh , great idea !	joy
598		Okay , which one of you guys is Gunther Central ... Perk ? Hey , Joey ?	surprise
598		Where is my ring ? My dead grandmother wedding ring ? Where is it ? Where is it ?	anger
598		There was a ring , in a box , on my nightstand , after you left , it was gone !	anger
598		Wait , you guys think I stole some ring ?	surprise
598		We know you took so just ... just save yourself the time and confess !	anger
598	We know you took so just ... just save yourself the time and confess !	Okay , who are you ?	surprise
598	We know you took so just ... just save yourself the time and confess !	The Hardy boys ?	anger
598	you guys think I stole some ring ?	Look , I do not need to steal some stupid ring , all right ?	anger
598	We know you took	Look , I do not need to steal some stupid ring , all right ?	anger
598	you guys think I stole some ring ?	I make $ 1600 a week doing what I do ; any of you guys make that ?	anger
